code_count_in_achievements,code_completion_in_bytes,code_completion_in_percentage,data_count_in_collectopaedias,data_completion_in_bytes,data_completion_in_percentage,sentence,created_at
1,43084,0.008658248768504585,0,10522,0.006016821023305603,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-04 12:57:12.154911
1,43244,0.008690402695785263,0,10522,0.006016821023305603,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-04 16:40:00.452981
1,43888,0.008819822253089993,0,10522,0.006016821023305603,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-05 11:58:56.449535
1,44300,0.008902618615837738,0,10591,0.00605627746225334,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-05 22:03:05.057807
1,44536,0.008950045658576739,0,10591,0.00605627746225334,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-05 22:24:24.843347
1,44636,0.008970141863127163,0,10639,0.0060837254197822,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-05 22:42:02.007218
1,44692,0.0089813957376754,0,10639,0.0060837254197822,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-05 22:44:06.813148
1,44752,0.008993453460405655,0,10647,0.006088300079370344,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-05 23:06:57.753936
1,44780,0.008999080397679772,0,10647,0.006088300079370344,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-05 23:14:26.202742
1,44840,0.009011138120410028,0,10647,0.006088300079370344,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-05 23:23:28.697144
1,44228,0.008888149348561433,0,10643,0.006086012749576272,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-05 23:46:48.850354
1,44228,0.008888149348561433,0,10651,0.006090587409164416,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-06 17:49:45.267997
1,44228,0.008888149348561433,0,10707,0.006122610026281419,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-06 18:02:23.575039
1,44228,0.008888149348561433,0,10731,0.006136334005045849,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-06 18:38:50.110436
1,47188,0.009482997003253977,0,10767,0.006156919973192495,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-08 20:53:24.319728
1,47788,0.00960357423055652,0,10783,0.006166069292368782,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-08 21:00:25.555370
1,48332,0.009712897583310825,0,10807,0.006179793271133212,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-08 21:10:54.920016
1,49440,0.00993556352972952,0,10843,0.006200379239279857,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-08 21:24:58.602003
1,49440,0.00993556352972952,0,10839,0.0061980919094857855,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-08 21:53:42.677053
1,49672,0.009982186724286505,0,10871,0.006216390547838359,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-08 22:48:44.440194
2,55028,0.011058539440007202,0,10951,0.006262137143719793,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-08 23:11:06.854350
1,49672,0.009982186724286505,0,10871,0.006216390547838359,"
You have 1 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-09 19:09:24.052521
2,55028,0.011058539440007202,0,10940,0.006255846986786095,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-09 19:12:34.502526
2,55140,0.011081047189103677,0,10948,0.006260421646374239,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-12 17:01:51.587847
2,55416,0.011136512713662847,0,10964,0.006269570965550526,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-12 22:14:09.680468
2,55672,0.011187958997311932,0,11032,0.0063084555720497445,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-13 21:02:29.022753
2,55852,0.011224132165502694,0,11052,0.006319892221020103,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-14 10:32:00.638811
2,55852,0.011224132165502694,0,11048,0.0063176048912260314,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-14 10:43:40.010873
2,56076,0.011269147663695644,0,11204,0.006406810753194828,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-14 10:50:19.820618
2,55852,0.011224132165502694,0,11188,0.006397661434018541,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-14 10:56:38.067453
2,55852,0.011224132165502694,0,11200,0.006404523423400756,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-14 11:09:08.467102
2,56148,0.011283616930971949,0,11416,0.006528039232280628,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-14 11:10:55.296989
2,55852,0.011224132165502694,0,11412,0.006525751902486557,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-14 11:15:40.038993
2,55852,0.011224132165502694,0,11384,0.006509740593928054,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-14 16:10:31.875136
2,55852,0.011224132165502694,0,11512,0.006582935147338349,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-14 16:17:27.057692
2,55852,0.011224132165502694,0,11568,0.006614957764455353,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-14 16:18:39.801858
2,55852,0.011224132165502694,0,11704,0.00669272697745379,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-14 16:48:42.493015
2,55960,0.011245836066417152,0,11700,0.006690439647659719,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-16 18:33:32.038176
2,55960,0.011245836066417152,0,11712,0.006697301637041933,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-16 18:33:48.265482
2,56012,0.011256286092783372,0,11712,0.006697301637041933,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-16 20:00:26.197304
2,56032,0.011260305333693457,0,13760,0.007868414491606643,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-18 21:52:10.067442
2,56088,0.011271559208241695,0,13768,0.007872989151194786,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-19 08:12:15.274159
2,56100,0.011273970752787745,0,14280,0.008165767364835964,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-19 08:22:50.445750
2,56144,0.011282813082789932,0,22608,0.012927987996093241,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-19 08:48:11.579418
2,56232,0.011300497742794305,0,35168,0.020110203549478376,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-19 15:50:24.037894
2,56276,0.011309340072796492,0,37352,0.021359085617041522,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-19 15:53:32.789217
2,57308,0.011516732903756864,0,37448,0.021413981532099242,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-26 13:23:32.550132
2,58092,0.011674287147432188,0,37468,0.021425418181069602,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-26 13:28:36.413521
2,58240,0.011704029530166814,0,37484,0.021434567500245888,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-26 13:30:24.305580
2,59456,0.011948399377499967,0,37612,0.021507762053656183,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-26 13:45:26.721643
2,61004,0.012259488623940528,0,38399,0.021957794190639788,"
You have 2 out of 200 achievements and 0 out of 21 collectopaedias.",2023-03-27 09:11:12.306182
2,61580,0.012375242762150969,1,87103,0.049808321763256794,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-03-27 11:16:00.292232
2,61888,0.012437139072166275,1,87135,0.049826620401609366,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-03-29 05:42:21.437105
2,61928,0.012445177553986443,1,87143,0.04983119506119751,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-03-29 06:30:26.307572
2,63652,0.01279163612043575,1,87559,0.050069077359780965,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-03-29 06:59:49.965435
2,64284,0.012918644133194428,1,87663,0.05012854793442683,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-03-29 11:04:15.402690
2,65424,0.013147740865069259,1,87663,0.05012854793442683,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-03-29 11:19:00.447612
2,65816,0.013226517986906921,1,87667,0.0501308352642209,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-03-29 11:36:21.626815
2,65932,0.013249829584185413,1,87667,0.0501308352642209,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-03-29 11:43:02.883181
2,65980,0.013259475762369615,1,87667,0.0501308352642209,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-03-31 09:03:45.503813
2,66076,0.013278768118738023,1,87667,0.0501308352642209,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-03-31 19:24:42.785603
2,66660,0.013396129953312498,1,87667,0.0501308352642209,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-03-31 19:29:00.898864
2,68844,0.013835031060693753,1,88118,0.050388731698502484,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-03-31 19:36:24.368505
2,70636,0.014195155046237348,1,88729,0.050738121324546935,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-04-02 11:42:44.965542
2,71160,0.014300459158081568,1,88801,0.05077929326084023,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-04-02 11:48:14.639006
3,76704,0.015414592738357063,1,91377,0.052252333648222404,"
You have 3 out of 200 achievements and 1 out of 21 collectopaedias.",2023-04-02 12:40:25.456159
3,78884,0.0158526899975563,1,91401,0.052266057626986835,"
You have 3 out of 200 achievements and 1 out of 21 collectopaedias.",2023-04-02 13:37:25.092013
2,73364,0.014743379506372908,1,88825,0.05079301723960466,"
You have 2 out of 200 achievements and 1 out of 21 collectopaedias.",2023-04-03 08:04:03.599997
3,81324,0.016343037388586643,1,90341,0.05165991523155783,"
You have 3 out of 200 achievements and 1 out of 21 collectopaedias.",2023-04-03 08:31:23.843227
3,84280,0.01693708119509717,1,90973,0.05202131333902116,"
You have 3 out of 200 achievements and 1 out of 21 collectopaedias.",2023-04-03 08:34:32.603802
3,86132,0.01730926290337102,1,90993,0.05203274998799152,"
You have 3 out of 200 achievements and 1 out of 21 collectopaedias.",2023-04-03 09:14:34.262830
3,78640,0.01580365525845327,1,88929,0.05085248781425052,"
You have 3 out of 200 achievements and 1 out of 21 collectopaedias.",2023-04-03 09:19:53.213532
3,80548,0.016187090841275353,1,88995,0.0508902287558527,"
You have 3 out of 200 achievements and 1 out of 21 collectopaedias.",2023-04-03 09:35:17.501800
3,82132,0.016505414721354066,1,89526,0.05119387178601572,"
You have 3 out of 200 achievements and 1 out of 21 collectopaedias.",2023-04-03 09:38:00.290311
3,85228,0.017127593214235185,1,90314,0.051644475755447845,"
You have 3 out of 200 achievements and 1 out of 21 collectopaedias.",2023-04-03 10:06:42.243609
